src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
1,4,5,1,1
1,5,5,1,1
2,6,1.0,0,0
2,7,1.0,0,0
3,8,1.0,0,1
4,9,5,1,1
5,10,5,1,1
6,11,1.0,0,1
7,12,1.0,0,0
8,13,5,1,1
9,14,5,1,1
9,15,1.0,0,1
11,16,5,1,1
13,17,5,1,1
14,18,1.0,0,1
15,19,1.0,0,0
16,20,5,1,1
17,21,1.0,0,0
21,22,1.0,0,0
21,23,1.0,0,0
22,24,1.0,0,1
23,25,1.0,0,0
23,26,1.0,0,0
24,27,5,1,1
24,28,5,1,1
25,29,2.0,0,1
27,30,5,1,1
28,31,5,1,1
30,32,5,1,1
30,33,1.0,0,1
31,34,1.0,0,1
8,11,5,1,1
10,14,5,1,1
17,20,5,1,1
25,27,1.0,0,1
31,32,5,1,1
