src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,0
2,3,2.0,0,0
3,4,1.0,0,0
4,5,1.0,0,0
0,5,1.0,0,0
4,6,1.0,0,0
6,7,2.0,0,1
7,8,1.0,0,1
8,9,2.0,0,1
9,10,1.0,0,1
10,11,2.0,0,1
11,12,1.0,0,1
12,13,2.0,0,1
13,14,1.0,0,1
14,15,2.0,0,1
15,16,1.0,0,1
16,17,2.0,0,1
17,18,1.0,0,1
18,19,2.0,0,1
19,20,1.0,0,1
20,21,2.0,0,1
21,22,1.0,0,1
22,23,2.0,0,1
23,24,1.0,0,1
24,25,1.0,0,0
25,26,1.0,0,0
26,27,1.0,0,0
27,28,1.0,0,0
28,29,1.0,0,0
24,29,2.0,0,1
25,30,1.0,0,0
25,31,1.0,0,0
29,32,1.0,0,0
21,33,1.0,0,0
17,34,1.0,0,0
12,35,1.0,0,0
8,36,1.0,0,0
5,37,1.0,0,0
5,38,1.0,0,0
3,39,1.0,0,0
