src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
1,4,1.0,0,0
1,5,1.0,0,0
2,6,1.0,0,0
2,7,1.0,0,0
2,8,1.0,0,0
9,3,1.0,0,0
10,4,1.0,0,0
6,11,1.0,0,0
7,12,2.0,0,0
9,13,1.0,0,0
9,14,1.0,0,0
10,15,1.0,0,0
10,16,1.0,0,0
13,17,1.0,0,0
13,18,1.0,0,0
14,19,1.0,0,0
15,20,1.0,0,0
15,21,1.0,0,0
16,22,1.0,0,0
16,23,1.0,0,0
17,24,1.0,0,0
17,25,1.0,0,0
18,26,1.0,0,0
19,27,1.0,0,0
20,28,1.0,0,0
20,29,1.0,0,0
21,30,1.0,0,1
22,31,1.0,0,0
24,32,1.0,0,0
25,33,1.0,0,0
27,34,1.0,0,0
28,35,1.0,0,0
30,36,1.0,0,1
30,37,2.0,0,1
33,38,1.0,0,0
33,39,1.0,0,0
33,40,2.0,0,0
35,41,1.0,0,1
41,42,1.0,0,1
41,43,2.0,0,1
5,6,1.0,0,0
19,24,1.0,0,0
22,28,1.0,0,0
