src,dst,type,aromacity,conjugation
0,1,5,1,1
0,2,1.0,0,1
0,3,5,1,1
1,4,5,1,1
1,5,1.0,0,1
2,6,5,1,1
2,7,5,1,1
3,8,5,1,1
4,9,5,1,1
10,5,1.0,0,0
6,11,5,1,1
7,12,5,1,1
8,13,5,1,1
9,14,5,1,1
10,15,1.0,0,0
10,16,1.0,0,0
11,17,5,1,1
11,18,1.0,0,1
12,19,1.0,0,1
13,20,5,1,1
14,21,5,1,1
14,22,1.0,0,1
15,23,1.0,0,0
16,24,1.0,0,0
16,25,1.0,0,0
17,26,1.0,0,1
27,18,1.0,0,0
28,19,1.0,0,0
20,29,1.0,0,1
23,30,1.0,0,0
23,31,1.0,0,0
24,32,1.0,0,0
27,33,1.0,0,0
27,34,1.0,0,0
28,35,1.0,0,0
28,36,1.0,0,0
30,37,1.0,0,0
31,38,1.0,0,0
33,39,1.0,0,0
34,40,1.0,0,0
34,41,1.0,0,0
35,42,1.0,0,0
36,43,1.0,0,0
36,44,1.0,0,0
39,45,1.0,0,0
39,46,1.0,0,0
40,47,1.0,0,0
42,48,1.0,0,0
42,49,1.0,0,0
43,50,1.0,0,0
45,51,1.0,0,0
46,52,1.0,0,0
48,53,1.0,0,0
49,54,1.0,0,0
8,9,5,1,1
12,17,5,1,1
20,21,5,1,1
24,30,1.0,0,0
40,45,1.0,0,0
43,48,1.0,0,0
