src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
1,3,1.0,0,0
1,4,1.0,0,0
2,5,1.0,0,0
2,6,1.0,0,0
3,7,1.0,0,0
3,8,1.0,0,0
3,9,1.0,0,0
4,10,1.0,0,0
6,11,1.0,0,0
7,12,1.0,0,0
7,13,1.0,0,0
7,14,1.0,0,0
12,15,1.0,0,0
13,16,1.0,0,0
15,17,1.0,0,0
15,18,1.0,0,0
15,19,1.0,0,0
17,20,1.0,0,0
18,21,1.0,0,0
20,22,1.0,0,0
20,23,1.0,0,0
20,24,1.0,0,0
22,25,1.0,0,0
5,8,1.0,0,0
10,12,1.0,0,0
16,17,1.0,0,0
21,22,1.0,0,0
2,26,1.0,0,0
26,27,1.0,0,0
27,28,1.0,0,0
0,28,1.0,0,0
28,29,1.0,0,0
29,30,1.0,0,0
29,31,2.0,0,0
