src,dst,type,aromacity,conjugation
0,1,2.0,0,1
0,2,1.0,0,1
0,3,1.0,0,0
1,4,1.0,0,0
2,5,1.0,0,1
2,6,2.0,0,1
3,7,1.0,0,0
4,8,1.0,0,0
7,9,1.0,0,0
7,10,1.0,0,0
9,11,1.0,0,0
11,12,1.0,0,0
12,13,1.0,0,0
13,14,1.0,0,0
14,15,1.0,0,0
15,16,1.0,0,0
15,17,1.0,0,0
16,18,1.0,0,0
18,19,1.0,0,0
19,20,2.0,0,0
20,21,1.0,0,0
21,22,1.0,0,0
22,23,1.0,0,0
23,24,1.0,0,0
23,25,1.0,0,0
24,26,1.0,0,0
4,5,1.0,0,0
24,27,1.0,0,0
27,28,1.0,0,0
28,29,1.0,0,0
29,30,1.0,0,0
30,31,1.0,0,0
31,32,1.0,0,0
32,33,1.0,0,0
33,34,1.0,0,0
34,35,1.0,0,0
35,36,1.0,0,0
36,37,1.0,0,0
37,38,1.0,0,0
38,39,1.0,0,0
39,40,1.0,0,0
