src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,5,1,1
0,3,5,1,1
1,4,1.0,0,0
1,5,1.0,0,0
2,6,5,1,1
3,7,5,1,1
4,8,1.0,0,0
4,9,1.0,0,0
5,10,1.0,0,0
6,11,1.0,0,0
6,12,5,1,1
7,13,5,1,1
8,14,1.0,0,0
10,15,1.0,0,0
11,16,1.0,0,0
11,17,1.0,0,0
11,18,1.0,0,0
12,19,5,1,1
13,20,5,1,1
14,21,1.0,0,1
14,22,2.0,0,1
15,23,1.0,0,1
15,24,2.0,0,1
16,25,1.0,0,0
17,26,1.0,0,0
19,27,5,1,1
20,28,5,1,1
20,29,5,1,1
25,30,1.0,0,0
26,31,1.0,0,1
26,32,2.0,0,1
27,33,5,1,1
28,34,5,1,1
28,35,1.0,0,0
29,36,5,1,1
30,37,1.0,0,0
33,38,1.0,0,1
33,39,5,1,1
34,40,1.0,0,0
35,41,1.0,0,0
36,42,5,1,1
37,43,1.0,0,1
37,44,2.0,0,1
38,45,2.0,0,1
38,46,1.0,0,0
39,47,5,1,1
40,48,1.0,0,0
41,49,1.0,0,1
41,50,2.0,0,1
45,51,1.0,0,0
46,52,1.0,0,0
48,53,1.0,0,0
51,54,1.0,0,0
52,55,1.0,0,1
52,56,2.0,0,1
53,57,1.0,0,1
53,58,2.0,0,1
54,59,1.0,0,0
59,60,1.0,0,1
59,61,2.0,0,1
4,7,1.0,0,0
16,19,1.0,0,0
34,36,5,1,1
42,47,5,1,1
45,47,1.0,0,1
