src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
1,4,1.0,0,0
1,5,1.0,0,0
2,6,1.0,0,0
2,7,1.0,0,0
3,8,1.0,0,1
4,9,1.0,0,0
4,10,1.0,0,0
5,11,1.0,0,1
6,12,1.0,0,0
8,13,1.0,0,0
8,14,2.0,0,1
10,15,1.0,0,0
11,16,1.0,0,0
11,17,2.0,0,1
12,18,1.0,0,0
13,19,1.0,0,0
20,15,1.0,0,0
16,21,1.0,0,0
19,22,1.0,0,0
19,23,1.0,0,0
20,24,1.0,0,0
20,25,1.0,0,0
21,26,1.0,0,0
21,27,1.0,0,0
22,28,1.0,0,0
24,29,1.0,0,0
24,30,1.0,0,0
25,31,1.0,0,0
26,32,1.0,0,0
28,33,1.0,0,0
29,34,1.0,0,0
29,35,1.0,0,0
31,36,1.0,0,0
32,37,1.0,0,0
33,38,1.0,0,0
34,39,1.0,0,0
35,40,1.0,0,1
36,41,1.0,0,0
37,42,1.0,0,0
38,43,1.0,0,0
39,44,1.0,0,1
40,45,1.0,0,0
40,46,2.0,0,1
41,47,1.0,0,0
41,48,1.0,0,0
41,49,2.0,0,0
42,50,1.0,0,0
43,51,1.0,0,0
44,52,1.0,0,0
44,53,2.0,0,1
45,54,1.0,0,0
50,55,1.0,0,0
51,56,1.0,0,0
52,57,1.0,0,0
54,58,1.0,0,0
54,59,1.0,0,0
55,60,1.0,0,0
56,61,1.0,0,0
57,62,1.0,0,0
57,63,1.0,0,0
58,64,1.0,0,0
60,65,1.0,0,0
61,66,1.0,0,0
62,67,1.0,0,0
64,68,1.0,0,0
65,69,1.0,0,0
66,70,1.0,0,0
67,71,1.0,0,0
68,72,1.0,0,0
69,73,1.0,0,0
70,74,1.0,0,0
71,75,1.0,0,0
72,76,1.0,0,0
73,77,1.0,0,0
75,78,1.0,0,0
76,79,1.0,0,0
78,80,1.0,0,0
79,81,1.0,0,0
80,82,1.0,0,0
81,83,1.0,0,0
82,84,1.0,0,0
83,85,1.0,0,0
84,86,1.0,0,0
85,87,1.0,0,0
86,88,1.0,0,0
87,89,1.0,0,0
88,90,1.0,0,0
6,9,1.0,0,0
31,34,1.0,0,0
