src,dst,type,aromacity,conjugation
0,3,1.0,0,0
0,4,1.0,0,0
1,5,1.0,0,0
1,6,1.0,0,0
2,7,1.0,0,0
2,8,1.0,0,0
3,9,2.0,0,1
4,10,1.0,0,1
6,11,1.0,0,1
6,12,2.0,0,1
7,13,2.0,0,1
10,14,1.0,0,0
10,15,2.0,0,1
11,16,1.0,0,0
14,17,1.0,0,0
16,18,1.0,0,0
17,19,1.0,0,1
18,20,1.0,0,1
18,21,2.0,0,1
19,22,1.0,0,0
19,23,2.0,0,1
3,8,1.0,0,1
5,7,1.0,0,1
20,22,1.0,0,0
2,24,1.0,0,0
0,25,1.0,0,0
1,26,1.0,0,0
26,27,1.0,0,0
25,28,1.0,0,0
28,29,1.0,0,0
27,30,1.0,0,0
29,31,1.0,0,0
30,32,1.0,0,0
31,33,1.0,0,0
31,34,1.0,0,1
34,35,2.0,0,1
34,36,1.0,0,0
32,37,1.0,0,0
32,38,1.0,0,1
38,39,2.0,0,1
38,40,1.0,0,0
24,41,1.0,0,0
41,42,1.0,0,0
42,43,1.0,0,0
43,44,1.0,0,0
43,45,1.0,0,1
45,46,2.0,0,1
45,47,1.0,0,0
44,48,1.0,0,0
33,48,1.0,0,0
37,48,1.0,0,0
