src,dst,type,aromacity,conjugation
0,1,1.0,0,1
0,2,5,1,1
0,3,5,1,1
1,4,5,1,1
1,5,5,1,1
2,6,5,1,1
2,7,1.0,0,0
3,8,5,1,1
3,9,1.0,0,1
4,10,1.0,0,0
4,11,5,1,1
5,12,5,1,1
5,13,1.0,0,1
6,14,5,1,1
6,15,1.0,0,1
7,16,1.0,0,0
8,17,1.0,0,1
10,18,1.0,0,0
11,19,5,1,1
12,20,1.0,0,1
14,21,1.0,0,1
17,22,1.0,0,1
17,23,2.0,0,1
19,24,1.0,0,0
20,25,1.0,0,1
20,26,2.0,0,1
21,27,1.0,0,1
21,28,2.0,0,1
22,29,5,1,1
25,30,1.0,0,0
27,31,5,1,1
29,32,5,1,1
30,33,1.0,0,0
30,34,1.0,0,0
31,35,5,1,1
31,36,1.0,0,1
32,37,1.0,0,1
33,38,1.0,0,1
33,39,2.0,0,1
7,10,1.0,0,0
8,14,5,1,1
12,19,5,1,1
22,27,5,1,1
32,35,5,1,1
15,40,1.0,0,0
