src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
0,4,1.0,0,0
5,1,1.0,0,0
2,6,1.0,0,0
3,7,1.0,0,0
3,8,1.0,0,0
4,9,1.0,0,0
5,10,1.0,0,0
5,11,1.0,0,0
6,12,1.0,0,0
7,13,1.0,0,0
10,14,1.0,0,0
11,15,1.0,0,0
11,16,1.0,0,0
12,17,1.0,0,0
14,18,1.0,0,0
14,19,1.0,0,0
15,20,1.0,0,0
18,21,1.0,0,0
19,22,1.0,0,0
23,21,1.0,0,0
23,24,1.0,0,0
23,25,1.0,0,0
24,26,1.0,0,0
25,27,1.0,0,0
25,28,1.0,0,0
26,29,1.0,0,0
26,30,1.0,0,0
27,31,1.0,0,0
29,32,1.0,0,0
30,33,1.0,0,0
34,32,1.0,0,0
34,35,1.0,0,0
34,36,1.0,0,0
35,37,1.0,0,0
36,38,1.0,0,0
36,39,1.0,0,0
37,40,1.0,0,0
37,41,1.0,0,0
38,42,1.0,0,0
40,43,1.0,0,0
41,44,1.0,0,0
45,43,1.0,0,0
45,46,1.0,0,0
45,47,1.0,0,0
46,48,1.0,0,0
47,49,1.0,0,0
47,50,1.0,0,0
48,51,1.0,0,0
48,52,1.0,0,0
49,53,1.0,0,0
51,54,1.0,0,0
52,55,1.0,0,0
56,54,1.0,0,0
56,57,1.0,0,0
56,58,1.0,0,0
57,59,1.0,0,0
58,60,1.0,0,0
58,61,1.0,0,0
59,62,1.0,0,0
59,63,1.0,0,0
60,64,1.0,0,0
62,65,1.0,0,0
63,66,1.0,0,0
6,7,1.0,0,0
15,19,1.0,0,0
27,30,1.0,0,0
38,41,1.0,0,0
49,52,1.0,0,0
60,62,1.0,0,0
