src,dst,type,aromacity,conjugation
18,19,5,1,1
19,20,5,1,1
20,15,5,1,1
2,9,1.0,0,0
19,21,1.0,0,1
2,3,1.0,0,0
1,10,1.0,0,0
3,4,1.0,0,0
4,5,1.0,0,0
5,0,1.0,0,0
21,22,5,1,1
22,23,5,1,1
23,24,5,1,1
24,25,5,1,1
25,26,5,1,1
26,21,5,1,1
0,11,1.0,0,0
17,27,2.0,0,1
12,13,5,1,1
14,28,1.0,0,1
13,14,5,1,1
12,29,1.0,0,1
14,16,5,1,1
24,30,1.0,0,1
15,11,5,1,1
31,10,1.0,0,0
11,12,5,1,1
4,6,1.0,0,0
6,7,1.0,0,0
0,1,1.0,0,0
31,32,1.0,0,0
32,33,1.0,0,0
33,34,1.0,0,0
34,35,1.0,0,0
35,36,1.0,0,0
36,31,1.0,0,0
3,8,1.0,0,0
33,37,1.0,0,0
1,2,1.0,0,0
37,38,1.0,0,0
15,16,5,1,1
34,39,1.0,0,0
16,17,5,1,1
35,40,1.0,0,0
17,18,5,1,1
36,41,1.0,0,0
