src,dst,type,aromacity,conjugation
0,1,5,1,1
0,2,1.0,0,1
0,3,5,1,1
1,4,5,1,1
1,5,1.0,0,0
2,6,5,1,1
2,7,5,1,1
3,8,5,1,1
3,9,1.0,0,1
4,10,5,1,1
4,11,1.0,0,1
5,12,1.0,0,0
5,13,1.0,0,0
6,14,5,1,1
7,15,5,1,1
7,16,1.0,0,1
8,17,1.0,0,1
10,18,1.0,0,1
12,19,1.0,0,0
14,20,5,1,1
15,21,1.0,0,1
17,22,1.0,0,1
17,23,2.0,0,1
18,24,1.0,0,1
18,25,2.0,0,1
20,26,1.0,0,0
21,27,1.0,0,1
21,28,2.0,0,1
22,29,5,1,1
24,30,5,1,1
29,31,5,1,1
30,32,5,1,1
30,33,1.0,0,1
31,34,1.0,0,1
6,12,1.0,0,0
8,10,5,1,1
15,20,5,1,1
22,24,5,1,1
31,32,5,1,1
11,35,1.0,0,0
