src,dst,type,aromacity,conjugation
6,0,1.0,0,0
0,1,1.0,0,0
17,18,1.0,0,0
17,19,1.0,0,0
17,20,1.0,0,0
18,21,1.0,0,0
18,22,1.0,0,0
19,23,1.0,0,0
20,24,1.0,0,0
21,25,1.0,0,0
21,26,1.0,0,0
23,27,1.0,0,0
23,28,1.0,0,0
24,6,1.0,0,0
24,29,1.0,0,0
27,30,1.0,0,0
29,31,2.0,0,1
30,32,1.0,0,0
30,33,1.0,0,0
31,34,1.0,0,1
32,35,1.0,0,0
34,36,2.0,0,1
35,37,1.0,0,0
36,38,1.0,0,1
37,39,1.0,0,0
38,40,2.0,0,1
39,41,1.0,0,0
40,42,1.0,0,1
41,43,1.0,0,0
42,44,2.0,0,1
43,45,1.0,0,0
43,46,2.0,0,0
44,47,1.0,0,1
45,48,1.0,0,0
47,49,2.0,0,1
48,50,1.0,0,0
49,51,1.0,0,1
50,52,1.0,0,0
51,53,2.0,0,1
52,54,1.0,0,0
52,55,2.0,0,0
53,56,1.0,0,1
54,57,1.0,0,0
56,58,2.0,0,1
57,59,1.0,0,1
57,60,2.0,0,1
58,61,1.0,0,0
59,62,1.0,0,0
61,63,1.0,0,0
23,25,1.0,0,0
61,62,1.0,0,0
3,7,1.0,0,0
39,64,1.0,0,0
11,12,5,1,1
35,65,1.0,0,0
12,13,5,1,1
62,66,1.0,0,0
13,14,5,1,1
66,67,1.0,0,0
14,15,5,1,1
67,68,1.0,0,0
15,16,5,1,1
68,69,1.0,0,0
16,11,5,1,1
69,70,1.0,0,0
1,2,1.0,0,0
66,71,1.0,0,0
4,8,1.0,0,0
68,72,1.0,0,0
2,3,1.0,0,0
69,73,1.0,0,0
5,9,1.0,0,0
22,74,2.0,0,1
3,4,1.0,0,0
22,75,1.0,0,1
2,10,1.0,0,0
73,76,1.0,0,0
76,11,1.0,0,1
4,5,1.0,0,0
76,77,2.0,0,1
5,0,1.0,0,0
14,78,1.0,0,1
