src,dst,type,aromacity,conjugation
0,1,5,1,1
0,2,1.0,0,0
0,3,5,1,1
1,4,1.0,0,0
1,5,5,1,1
2,6,1.0,0,0
2,7,1.0,0,0
2,8,1.0,0,0
3,9,5,1,1
3,10,1.0,0,1
4,11,1.0,0,0
4,12,1.0,0,0
5,13,5,1,1
5,14,1.0,0,1
6,15,1.0,0,0
7,16,1.0,0,0
9,17,1.0,0,1
13,18,1.0,0,1
17,19,1.0,0,1
17,20,2.0,0,1
18,21,1.0,0,1
18,22,2.0,0,1
19,23,1.0,0,0
21,24,1.0,0,0
23,25,1.0,0,0
23,26,1.0,0,0
24,27,1.0,0,0
24,28,1.0,0,0
27,29,1.0,0,0
28,30,1.0,0,1
30,31,2.0,0,1
6,11,1.0,0,0
7,12,1.0,0,0
9,13,5,1,1
19,21,2.0,0,1
25,27,1.0,0,0
29,30,1.0,0,0
