src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,0
2,3,1.0,0,0
3,4,1.0,0,0
4,5,1.0,0,0
0,5,1.0,0,0
4,6,1.0,0,0
2,7,1.0,0,0
0,8,1.0,0,0
9,6,1.0,0,0
9,10,1.0,0,0
10,11,1.0,0,0
11,12,1.0,0,0
12,13,1.0,0,0
13,14,1.0,0,0
9,14,1.0,0,0
11,15,1.0,0,0
16,15,1.0,0,0
16,17,1.0,0,0
17,18,1.0,0,0
18,19,1.0,0,0
19,20,1.0,0,0
20,21,1.0,0,0
16,21,1.0,0,0
20,22,1.0,0,0
13,23,1.0,0,0
22,24,1.0,0,0
23,25,1.0,0,0
8,26,1.0,0,0
1,27,1.0,0,0
3,28,1.0,0,0
14,29,1.0,0,0
10,30,1.0,0,0
18,31,1.0,0,0
17,32,1.0,0,0
21,33,1.0,0,0
