src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
1,4,1.0,0,0
2,5,1.0,0,0
3,6,1.0,0,1
4,7,1.0,0,0
5,8,1.0,0,1
6,9,2.0,0,1
6,10,1.0,0,0
7,11,1.0,0,0
7,12,2.0,0,0
7,13,1.0,0,0
8,14,1.0,0,0
8,15,2.0,0,1
11,16,1.0,0,0
14,17,1.0,0,0
16,18,1.0,0,0
17,19,1.0,0,0
18,20,1.0,0,0
19,21,1.0,0,0
20,22,1.0,0,0
20,23,1.0,0,0
20,24,1.0,0,0
21,25,1.0,0,0
25,26,1.0,0,0
26,27,1.0,0,0
27,28,1.0,0,0
28,29,1.0,0,0
29,30,1.0,0,0
30,31,1.0,0,0
31,32,1.0,0,0
32,33,1.0,0,0
33,34,1.0,0,0
34,35,1.0,0,0
