src,dst,type,aromacity,conjugation
0,1,5,1,1
0,2,5,1,1
0,3,5,1,1
4,1,1.0,0,0
1,5,5,1,1
2,6,5,1,1
2,7,5,1,1
3,8,5,1,1
4,9,1.0,0,0
4,10,1.0,0,0
7,11,5,1,1
7,12,2.0,0,1
8,13,1.0,0,1
9,14,1.0,0,0
10,15,1.0,0,0
10,16,1.0,0,0
14,17,1.0,0,0
15,18,1.0,0,0
17,19,1.0,0,0
19,20,1.0,0,0
20,21,1.0,0,0
20,22,1.0,0,0
20,23,2.0,0,0
21,24,1.0,0,0
24,25,1.0,0,0
24,26,1.0,0,0
24,27,2.0,0,0
28,25,1.0,0,0
28,29,1.0,0,0
28,30,1.0,0,0
29,31,1.0,0,0
29,32,1.0,0,0
30,33,1.0,0,0
31,34,1.0,0,0
33,35,1.0,0,0
34,36,1.0,0,0
5,6,5,1,1
8,11,5,1,1
14,15,1.0,0,0
33,34,1.0,0,0
