src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,0
2,3,1.0,0,0
3,4,1.0,0,0
4,5,1.0,0,0
0,5,1.0,0,0
0,6,1.0,0,0
2,7,1.0,0,0
3,8,1.0,0,0
6,9,1.0,0,0
10,11,1.0,0,0
11,12,1.0,0,0
12,13,1.0,0,0
13,14,1.0,0,0
14,15,1.0,0,0
10,15,1.0,0,0
10,16,1.0,0,0
12,17,1.0,0,0
13,18,1.0,0,0
16,19,1.0,0,0
11,20,1.0,0,0
21,22,1.0,0,0
22,23,1.0,0,0
23,24,1.0,0,0
24,25,1.0,0,0
25,26,1.0,0,0
21,26,1.0,0,0
21,27,1.0,0,0
23,28,1.0,0,0
24,29,1.0,0,0
27,30,1.0,0,0
22,31,1.0,0,0
14,30,1.0,0,0
32,33,1.0,0,0
33,34,1.0,0,0
34,35,1.0,0,0
35,36,1.0,0,0
36,37,1.0,0,0
32,37,1.0,0,0
32,38,1.0,0,0
34,39,1.0,0,0
35,40,1.0,0,0
38,41,1.0,0,0
33,42,1.0,0,0
36,43,1.0,0,0
25,41,1.0,0,0
1,43,1.0,0,0
44,45,1.0,0,0
45,46,1.0,0,0
46,47,1.0,0,0
47,48,1.0,0,0
48,49,1.0,0,0
44,49,1.0,0,0
44,50,1.0,0,0
46,51,1.0,0,0
47,52,1.0,0,0
50,53,1.0,0,0
45,54,1.0,0,0
48,55,1.0,0,0
4,54,1.0,0,0
55,56,1.0,0,0
