src,dst,type,aromacity,conjugation
0,1,5,1,1
0,2,5,1,1
0,3,5,1,1
1,4,5,1,1
1,5,5,1,1
2,6,5,1,1
2,7,5,1,1
3,8,5,1,1
3,9,5,1,1
4,10,5,1,1
4,11,5,1,1
5,12,5,1,1
5,13,5,1,1
6,14,5,1,1
7,15,5,1,1
7,16,5,1,1
8,17,5,1,1
9,18,5,1,1
10,19,5,1,1
11,20,5,1,1
11,21,5,1,1
12,22,5,1,1
13,23,5,1,1
14,24,5,1,1
14,25,1.0,0,0
15,26,2.0,0,1
16,27,1.0,0,1
17,28,5,1,1
17,29,1.0,0,1
18,30,1.0,0,1
19,31,5,1,1
19,32,1.0,0,0
20,33,2.0,0,1
21,34,1.0,0,1
22,35,5,1,1
22,36,1.0,0,1
23,37,1.0,0,1
6,10,5,1,1
8,12,5,1,1
9,15,5,1,1
13,20,5,1,1
16,24,5,1,1
18,28,5,1,1
21,31,5,1,1
23,35,5,1,1
