src,dst,type,aromacity,conjugation
0,2,1.0,0,1
0,3,2.0,0,1
1,4,1.0,0,0
1,5,1.0,0,0
2,6,2.0,0,1
3,7,1.0,0,1
4,8,1.0,0,0
4,9,1.0,0,0
5,10,1.0,0,0
6,11,1.0,0,0
6,12,1.0,0,1
7,13,2.0,0,1
8,14,1.0,0,0
10,15,1.0,0,0
11,16,1.0,0,0
11,17,1.0,0,0
11,18,1.0,0,0
12,19,1.0,0,1
13,20,1.0,0,1
15,21,1.0,0,1
15,22,2.0,0,1
16,23,1.0,0,0
17,24,1.0,0,0
19,25,2.0,0,1
20,26,5,1,1
20,27,5,1,1
23,28,1.0,0,0
24,29,1.0,0,1
24,30,2.0,0,1
25,31,1.0,0,1
26,32,5,1,1
26,33,1.0,0,0
27,34,5,1,1
28,35,1.0,0,0
31,36,1.0,0,1
31,37,2.0,0,1
32,38,1.0,0,0
33,39,1.0,0,0
34,40,1.0,0,1
35,41,1.0,0,1
35,42,2.0,0,1
36,43,2.0,0,1
36,44,1.0,0,0
37,45,1.0,0,1
38,46,1.0,0,0
39,47,1.0,0,1
39,48,2.0,0,1
43,49,1.0,0,0
44,50,1.0,0,0
46,51,1.0,0,0
49,52,1.0,0,0
50,53,1.0,0,1
50,54,2.0,0,1
51,55,1.0,0,1
51,56,2.0,0,1
52,57,1.0,0,0
57,58,1.0,0,1
57,59,2.0,0,1
4,7,1.0,0,0
16,19,1.0,0,0
32,34,5,1,1
40,45,2.0,0,1
43,45,1.0,0,1
12,60,1.0,0,0
27,60,1.0,0,0
14,61,2.0,0,1
0,1,1.0,0,0
14,62,1.0,0,1
