src,dst,type,aromacity,conjugation
13,17,1.0,0,1
13,18,2.0,0,1
14,19,5,1,1
14,20,1.0,0,1
15,21,5,1,1
17,22,2.0,0,1
18,23,1.0,0,1
19,24,1.0,0,1
21,25,1.0,0,0
22,26,1.0,0,0
5,6,5,1,1
11,12,1.0,0,1
15,16,1.0,0,1
19,21,5,1,1
20,23,2.0,0,1
22,23,1.0,0,1
24,27,2.0,0,1
17,28,1.0,0,0
28,29,1.0,0,0
0,1,2.0,0,1
3,30,1.0,0,1
0,2,5,1,1
7,31,1.0,0,0
0,3,5,1,1
31,32,1.0,0,0
1,4,1.0,0,1
32,33,1.0,0,0
2,5,5,1,1
33,34,1.0,0,1
3,6,5,1,1
33,35,2.0,0,1
4,7,1.0,0,1
11,36,1.0,0,0
4,8,2.0,0,1
6,37,1.0,0,0
5,9,2.0,0,1
10,38,1.0,0,0
2,38,1.0,0,0
7,11,2.0,0,1
1,39,1.0,0,0
39,30,1.0,0,0
8,12,1.0,0,1
30,40,2.0,0,1
9,13,1.0,0,1
39,41,1.0,0,0
10,14,5,1,1
41,42,2.0,0,1
10,15,5,1,1
41,43,1.0,0,1
12,16,2.0,0,1
43,44,1.0,0,0
