src,dst,type,aromacity,conjugation
5,9,1.0,0,0
7,10,1.0,0,0
8,11,1.0,0,0
5,7,1.0,0,0
1,0,1.0,0,0
1,2,1.0,0,0
1,3,1.0,0,0
2,4,1.0,0,0
3,5,1.0,0,0
3,6,1.0,0,0
4,7,1.0,0,0
4,8,1.0,0,0
13,12,1.0,0,0
13,14,1.0,0,0
14,15,1.0,0,0
17,16,1.0,0,0
18,19,1.0,0,0
19,13,1.0,0,0
17,20,1.0,0,0
17,21,1.0,0,0
20,22,1.0,0,0
20,23,1.0,0,0
21,24,1.0,0,0
22,25,1.0,0,0
24,26,1.0,0,0
25,27,1.0,0,0
25,28,1.0,0,0
25,29,1.0,0,0
27,30,1.0,0,0
28,31,1.0,0,0
30,32,1.0,0,0
30,33,1.0,0,0
32,34,1.0,0,0
33,35,1.0,0,0
34,36,1.0,0,0
34,37,1.0,0,0
34,38,1.0,0,0
36,39,1.0,0,0
37,40,1.0,0,0
39,41,1.0,0,0
41,0,1.0,0,0
22,24,1.0,0,0
26,27,1.0,0,0
31,32,1.0,0,0
35,36,2.0,0,0
40,41,1.0,0,0
13,16,1.0,0,0
17,18,1.0,0,0
