src,dst,type,aromacity,conjugation
2,3,1.0,0,0
4,5,1.0,0,0
0,1,1.0,0,0
0,2,1.0,0,0
1,4,1.0,0,0
15,16,1.0,0,0
16,17,1.0,0,0
17,18,1.0,0,0
32,23,5,1,1
31,24,5,1,1
23,25,5,1,1
23,26,5,1,1
25,27,5,1,1
26,28,5,1,1
27,29,5,1,1
24,25,5,1,1
28,29,5,1,1
18,22,1.0,0,0
29,30,1.0,0,1
11,12,5,1,1
31,32,5,1,1
7,8,5,1,1
32,33,1.0,0,0
31,0,1.0,0,0
19,20,1.0,0,0
33,34,1.0,0,0
20,15,1.0,0,0
34,35,1.0,0,0
1,35,1.0,0,0
21,19,1.0,0,0
13,21,1.0,0,0
12,13,5,1,1
14,22,5,1,1
22,11,5,1,1
13,14,5,1,1
35,36,1.0,0,0
8,9,5,1,1
9,12,5,1,1
0,37,1.0,0,0
11,10,5,1,1
37,38,1.0,0,1
10,7,5,1,1
38,39,1.0,0,0
14,15,1.0,0,0
37,40,2.0,0,1
21,27,1.0,0,0
3,36,1.0,0,0
3,5,1.0,0,0
6,41,1.0,0,0
4,6,1.0,0,0
