src,dst,type,aromacity,conjugation
1,0,1.0,0,0
1,2,1.0,0,0
1,3,1.0,0,0
2,4,1.0,0,0
2,5,1.0,0,0
3,6,1.0,0,0
3,7,1.0,0,0
4,8,1.0,0,0
4,9,1.0,0,0
10,5,1.0,0,0
6,11,1.0,0,0
10,12,1.0,0,0
10,13,1.0,0,0
14,11,1.0,0,0
12,15,1.0,0,0
12,16,1.0,0,0
13,17,1.0,0,0
14,18,1.0,0,0
14,19,1.0,0,0
15,20,1.0,0,0
15,21,1.0,0,0
16,22,1.0,0,1
17,23,1.0,0,0
18,24,1.0,0,0
18,25,1.0,0,0
19,26,1.0,0,0
19,27,1.0,0,0
20,28,1.0,0,0
22,29,1.0,0,0
22,30,2.0,0,1
24,31,1.0,0,0
26,32,1.0,0,0
31,33,1.0,0,0
6,8,1.0,0,0
17,20,1.0,0,0
26,31,1.0,0,0
33,34,1.0,0,0
34,35,1.0,0,0
35,36,1.0,0,0
35,37,1.0,0,0
36,38,1.0,0,0
36,39,1.0,0,0
37,40,1.0,0,1
38,41,2.0,0,0
40,42,2.0,0,1
40,43,1.0,0,0
41,44,1.0,0,0
44,45,1.0,0,0
45,46,1.0,0,0
46,47,1.0,0,0
47,48,1.0,0,0
48,49,1.0,0,0
49,50,1.0,0,0
50,51,1.0,0,0
51,52,1.0,0,0
52,53,1.0,0,0
53,54,1.0,0,0
54,55,1.0,0,0
55,56,1.0,0,0
25,57,1.0,0,0
9,58,1.0,0,0
23,59,1.0,0,0
60,21,1.0,0,0
60,61,1.0,0,0
61,62,1.0,0,0
62,63,1.0,0,0
63,64,1.0,0,0
64,65,1.0,0,0
60,65,1.0,0,0
65,66,1.0,0,0
64,67,1.0,0,0
63,68,1.0,0,0
62,69,1.0,0,0
69,70,1.0,0,0
