src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,0
2,3,1.0,0,0
3,4,1.0,0,0
4,5,1.0,0,0
0,5,1.0,0,0
0,6,1.0,0,0
2,7,1.0,0,0
3,8,1.0,0,0
4,9,1.0,0,0
6,10,1.0,0,0
11,12,1.0,0,0
12,13,1.0,0,0
13,14,1.0,0,0
14,15,1.0,0,0
15,16,1.0,0,0
11,16,1.0,0,0
11,17,1.0,0,0
13,18,1.0,0,0
14,19,1.0,0,0
15,20,1.0,0,0
17,21,1.0,0,1
22,23,1.0,0,0
23,24,1.0,0,0
24,25,1.0,0,0
25,26,1.0,0,0
26,27,1.0,0,0
22,27,1.0,0,0
22,28,1.0,0,0
24,29,1.0,0,0
23,30,1.0,0,0
25,31,1.0,0,0
26,32,1.0,0,0
28,33,1.0,0,0
12,32,1.0,0,0
31,34,1.0,0,1
34,35,1.0,0,0
34,36,2.0,0,1
17,37,2.0,0,1
1,20,1.0,0,0
9,38,1.0,0,0
8,39,1.0,0,0
39,40,1.0,0,0
39,41,2.0,0,0
39,42,2.0,0,0
10,43,1.0,0,0
43,44,2.0,0,0
43,45,1.0,0,0
43,46,2.0,0,0
19,47,1.0,0,0
47,48,1.0,0,0
47,49,2.0,0,0
47,50,2.0,0,0
