src,dst,type,aromacity,conjugation
15,16,1.0,0,0
16,17,1.0,0,0
17,18,1.0,0,0
31,32,1.0,0,1
31,33,1.0,0,1
32,34,2.0,0,1
32,35,1.0,0,0
33,36,1.0,0,1
36,37,2.0,0,1
34,36,1.0,0,1
18,13,1.0,0,0
2,3,1.0,0,0
17,19,1.0,0,0
1,9,1.0,0,0
15,20,1.0,0,0
3,4,1.0,0,0
13,21,1.0,0,0
3,10,1.0,0,0
14,22,1.0,0,0
4,5,1.0,0,0
16,23,1.0,0,0
8,11,1.0,0,1
21,24,1.0,0,1
5,0,1.0,0,0
21,25,2.0,0,1
8,12,2.0,0,1
4,6,1.0,0,0
0,1,1.0,0,0
2,7,1.0,0,0
26,27,1.0,0,1
26,28,1.0,0,1
27,29,2.0,0,1
38,39,5,1,1
38,40,1.0,0,0
38,41,5,1,1
39,42,5,1,1
39,43,1.0,0,0
40,44,1.0,0,0
41,45,5,1,1
42,46,1.0,0,0
43,47,1.0,0,0
44,48,5,1,1
44,49,5,1,1
45,50,1.0,0,1
47,51,1.0,0,0
48,52,5,1,1
48,53,1.0,0,0
49,54,5,1,1
51,19,1.0,0,1
51,55,2.0,0,1
52,56,1.0,0,0
53,57,1.0,0,0
54,58,1.0,0,1
57,59,1.0,0,0
58,31,2.0,0,1
59,6,1.0,0,1
59,60,2.0,0,1
42,45,5,1,1
52,54,5,1,1
50,26,2.0,0,1
28,30,1.0,0,1
27,61,1.0,0,1
29,30,1.0,0,1
61,62,2.0,0,1
1,2,1.0,0,0
34,63,1.0,0,1
0,8,1.0,0,0
63,64,2.0,0,1
13,14,1.0,0,0
29,65,1.0,0,0
14,15,1.0,0,0
30,66,2.0,0,1
