src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
1,4,1.0,0,0
2,5,1.0,0,1
2,6,2.0,0,1
3,7,1.0,0,1
4,8,5,1,1
4,9,5,1,1
5,10,1.0,0,0
7,11,1.0,0,0
7,12,2.0,0,1
8,13,5,1,1
9,14,5,1,1
10,15,1.0,0,0
10,16,1.0,0,0
11,17,1.0,0,0
11,18,1.0,0,0
15,19,1.0,0,0
16,20,1.0,0,0
16,21,1.0,0,0
17,22,1.0,0,0
18,23,1.0,0,1
19,24,1.0,0,0
19,25,1.0,0,0
20,26,1.0,0,0
22,27,5,1,1
22,28,5,1,1
23,29,1.0,0,0
23,30,2.0,0,1
24,31,1.0,0,0
25,32,1.0,0,0
26,33,1.0,0,0
27,34,5,1,1
28,35,5,1,1
29,36,1.0,0,0
31,37,1.0,0,0
33,38,1.0,0,0
33,39,1.0,0,0
34,40,5,1,1
40,41,1.0,0,1
13,14,5,1,1
32,37,1.0,0,0
35,40,5,1,1
41,42,1.0,0,0
20,43,1.0,0,0
36,44,1.0,0,0
36,45,1.0,0,0
36,46,1.0,0,0
