src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
1,4,1.0,0,0
1,5,1.0,0,0
2,6,1.0,0,0
2,7,1.0,0,0
8,3,1.0,0,0
4,9,1.0,0,0
4,10,1.0,0,0
7,11,1.0,0,0
8,12,1.0,0,0
8,13,1.0,0,0
9,14,1.0,0,0
10,15,1.0,0,0
12,16,1.0,0,0
12,17,1.0,0,0
13,18,1.0,0,0
19,14,1.0,0,0
15,20,1.0,0,0
15,21,2.0,0,0
15,22,2.0,0,0
16,23,1.0,0,0
16,24,1.0,0,0
18,25,1.0,0,0
19,26,1.0,0,0
19,27,1.0,0,0
23,28,1.0,0,0
25,29,1.0,0,1
25,30,2.0,0,1
26,31,1.0,0,0
26,32,1.0,0,0
27,33,1.0,0,0
27,34,1.0,0,0
28,35,1.0,0,0
31,36,1.0,0,0
32,37,1.0,0,1
32,38,2.0,0,1
33,39,1.0,0,0
36,40,1.0,0,0
41,40,1.0,0,0
41,42,1.0,0,0
41,43,1.0,0,0
42,44,1.0,0,0
42,45,1.0,0,0
43,46,1.0,0,0
43,47,1.0,0,0
44,48,1.0,0,0
45,49,1.0,0,0
46,50,1.0,0,0
48,51,1.0,0,0
49,52,1.0,0,0
50,53,1.0,0,1
52,54,1.0,0,0
52,55,2.0,0,0
52,56,2.0,0,0
53,57,1.0,0,0
53,58,2.0,0,1
6,9,1.0,0,0
18,23,1.0,0,0
33,36,1.0,0,0
46,48,1.0,0,0
17,59,1.0,0,0
59,60,2.0,0,0
59,61,2.0,0,0
59,62,1.0,0,0
5,63,1.0,0,0
63,64,2.0,0,0
63,65,2.0,0,0
63,66,1.0,0,0
39,67,1.0,0,0
67,68,2.0,0,0
67,69,2.0,0,0
67,70,1.0,0,0
