src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
1,4,5,1,1
1,5,5,1,1
2,6,1.0,0,0
2,7,1.0,0,0
3,8,1.0,0,0
4,9,5,1,1
5,10,5,1,1
6,11,1.0,0,0
7,12,1.0,0,0
8,13,1.0,0,0
9,14,5,1,1
9,15,1.0,0,1
12,16,1.0,0,0
13,17,1.0,0,1
13,18,2.0,0,1
14,19,1.0,0,1
15,20,1.0,0,0
16,21,1.0,0,0
16,22,2.0,0,0
17,23,1.0,0,0
23,24,1.0,0,0
24,25,1.0,0,1
24,26,2.0,0,1
25,27,1.0,0,0
27,28,1.0,0,0
28,29,5,1,1
28,30,5,1,1
29,31,5,1,1
30,32,5,1,1
31,33,5,1,1
6,8,1.0,0,0
10,14,5,1,1
19,20,1.0,0,0
32,33,5,1,1
