src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,5,1,1
0,3,5,1,1
1,4,1.0,0,0
1,5,1.0,0,0
2,6,5,1,1
2,7,1.0,0,0
3,8,5,1,1
4,9,1.0,0,0
5,10,1.0,0,0
5,11,1.0,0,0
6,12,5,1,1
8,13,1.0,0,1
9,14,5,1,1
9,15,5,1,1
12,16,1.0,0,1
14,17,5,1,1
15,18,5,1,1
16,19,1.0,0,0
17,20,1.0,0,1
17,21,5,1,1
20,22,1.0,0,1
21,23,1.0,0,1
22,24,5,1,1
22,25,5,1,1
24,26,5,1,1
25,27,5,1,1
26,28,5,1,1
28,29,1.0,0,0
30,29,1.0,0,0
30,31,1.0,0,0
30,32,1.0,0,0
31,33,5,1,1
31,34,5,1,1
32,35,1.0,0,0
33,36,5,1,1
33,37,1.0,0,0
34,38,5,1,1
36,39,5,1,1
38,40,1.0,0,1
39,41,1.0,0,1
41,42,1.0,0,0
7,10,1.0,0,0
8,12,5,1,1
18,21,5,1,1
27,28,5,1,1
35,37,1.0,0,0
38,39,5,1,1
