src,dst,type,aromacity,conjugation
1,0,1.0,0,0
0,2,5,1,1
0,3,5,1,1
1,4,1.0,0,0
1,5,1.0,0,0
2,6,5,1,1
3,7,5,1,1
4,8,1.0,0,0
5,9,1.0,0,0
5,10,1.0,0,0
8,11,1.0,0,0
9,12,1.0,0,0
11,13,1.0,0,0
13,14,1.0,0,0
14,15,1.0,0,0
14,16,1.0,0,0
14,17,2.0,0,0
6,7,5,1,1
8,9,1.0,0,0
6,18,1.0,0,1
18,19,1.0,0,1
18,20,2.0,0,1
2,21,1.0,0,1
21,22,2.0,0,1
22,23,1.0,0,1
23,24,1.0,0,0
24,25,1.0,0,0
25,26,1.0,0,0
26,27,1.0,0,0
27,28,1.0,0,0
28,29,1.0,0,0
25,30,2.0,0,0
26,31,1.0,0,0
27,32,1.0,0,0
29,33,1.0,0,0
33,34,1.0,0,0
33,35,2.0,0,0
33,36,1.0,0,0
