src,dst,type,aromacity,conjugation
8,9,5,1,1
12,20,1.0,0,1
9,4,5,1,1
7,21,1.0,0,1
22,21,1.0,0,0
8,10,1.0,0,1
0,1,5,1,1
1,2,5,1,1
2,5,5,1,1
4,3,5,1,1
22,23,1.0,0,0
23,24,1.0,0,0
24,25,1.0,0,0
25,26,1.0,0,0
26,27,1.0,0,0
27,22,1.0,0,0
3,0,5,1,1
27,28,1.0,0,0
10,11,5,1,1
26,29,1.0,0,0
11,12,5,1,1
25,30,1.0,0,0
12,13,5,1,1
24,31,1.0,0,0
13,14,5,1,1
31,32,1.0,0,0
14,15,5,1,1
33,32,1.0,0,0
15,10,5,1,1
4,5,5,1,1
2,16,1.0,0,1
5,6,5,1,1
0,17,1.0,0,1
33,34,1.0,0,0
34,35,1.0,0,0
35,36,1.0,0,0
36,37,1.0,0,0
37,38,1.0,0,0
38,33,1.0,0,0
6,7,5,1,1
35,39,1.0,0,0
6,18,2.0,0,1
36,40,1.0,0,0
7,8,5,1,1
37,41,1.0,0,0
13,19,1.0,0,1
38,42,1.0,0,0
