src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,0
2,3,1.0,0,0
3,4,1.0,0,0
0,4,1.0,0,0
3,5,1.0,0,0
0,6,1.0,0,0
6,7,1.0,0,0
1,8,1.0,0,0
8,9,1.0,0,0
9,10,1.0,0,0
9,11,2.0,0,0
9,12,1.0,0,0
10,13,1.0,0,0
14,15,1.0,0,0
15,16,1.0,0,0
16,17,1.0,0,0
17,18,1.0,0,0
14,18,1.0,0,0
17,19,1.0,0,0
14,13,1.0,0,0
15,20,1.0,0,0
20,21,1.0,0,0
21,22,1.0,0,0
21,23,2.0,0,0
21,24,1.0,0,0
22,25,1.0,0,0
26,27,1.0,0,0
27,28,1.0,0,0
28,29,1.0,0,0
29,30,1.0,0,0
26,30,1.0,0,0
29,31,1.0,0,0
26,25,1.0,0,0
27,32,1.0,0,0
