src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,0
2,3,1.0,0,0
3,4,1.0,0,0
4,5,1.0,0,0
0,5,1.0,0,0
2,6,1.0,0,0
0,7,1.0,0,0
7,8,1.0,0,0
1,9,1.0,0,0
4,10,1.0,0,0
3,11,1.0,0,0
12,13,1.0,0,0
13,14,1.0,0,0
14,15,1.0,0,0
15,16,1.0,0,0
16,17,1.0,0,0
12,17,1.0,0,0
14,18,1.0,0,0
12,19,1.0,0,0
19,20,1.0,0,1
13,10,1.0,0,0
16,21,1.0,0,0
15,22,1.0,0,0
19,23,2.0,0,1
22,24,1.0,0,0
24,25,1.0,0,0
24,26,2.0,0,0
24,27,2.0,0,0
28,29,1.0,0,0
29,30,1.0,0,0
30,31,1.0,0,0
31,32,1.0,0,0
32,33,1.0,0,0
28,33,1.0,0,0
30,34,1.0,0,0
28,35,1.0,0,0
29,21,1.0,0,0
32,36,1.0,0,0
31,37,1.0,0,0
35,38,1.0,0,0
38,39,1.0,0,0
39,40,1.0,0,0
39,41,2.0,0,0
39,42,2.0,0,0
36,43,1.0,0,0
37,44,1.0,0,0
44,45,1.0,0,0
44,46,2.0,0,0
44,47,2.0,0,0
