src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
0,4,1.0,0,0
1,5,2.0,0,1
1,6,1.0,0,1
2,7,1.0,0,0
2,8,1.0,0,0
2,9,1.0,0,0
3,10,1.0,0,1
5,11,1.0,0,0
5,12,1.0,0,0
6,13,2.0,0,1
7,14,1.0,0,0
8,15,1.0,0,0
10,16,2.0,0,1
11,17,1.0,0,0
11,18,1.0,0,0
12,19,1.0,0,0
13,20,1.0,0,0
14,21,1.0,0,0
15,22,1.0,0,1
15,23,2.0,0,1
16,24,1.0,0,1
17,25,1.0,0,0
19,26,1.0,0,1
19,27,2.0,0,1
20,28,1.0,0,0
21,29,1.0,0,0
24,30,1.0,0,0
24,31,2.0,0,1
25,32,1.0,0,0
28,33,1.0,0,1
28,34,2.0,0,1
29,35,1.0,0,1
29,36,2.0,0,1
30,37,1.0,0,0
30,38,1.0,0,0
30,39,1.0,0,0
31,40,1.0,0,1
32,41,1.0,0,1
32,42,2.0,0,1
33,43,2.0,0,1
33,44,1.0,0,0
34,45,1.0,0,0
37,46,1.0,0,0
38,47,1.0,0,0
40,48,1.0,0,0
43,49,1.0,0,0
44,50,1.0,0,0
45,51,1.0,0,0
46,52,1.0,0,0
47,53,1.0,0,1
47,54,2.0,0,1
49,55,1.0,0,0
50,56,1.0,0,0
52,57,1.0,0,0
55,58,1.0,0,1
55,59,2.0,0,1
56,60,1.0,0,1
56,61,2.0,0,1
57,62,1.0,0,1
57,63,2.0,0,1
7,10,1.0,0,0
11,13,1.0,0,0
37,40,2.0,0,1
43,45,1.0,0,0
45,48,1.0,0,0
