src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
1,4,1.0,0,0
1,5,1.0,0,0
6,2,1.0,0,0
3,7,1.0,0,0
3,8,1.0,0,0
4,9,1.0,0,0
4,10,1.0,0,0
5,11,1.0,0,0
6,12,1.0,0,0
6,13,1.0,0,0
7,14,1.0,0,0
11,15,2.0,0,0
11,16,2.0,0,0
11,17,1.0,0,0
12,18,1.0,0,0
12,19,1.0,0,0
13,20,1.0,0,0
14,21,1.0,0,0
18,22,1.0,0,0
18,23,1.0,0,0
20,24,1.0,0,0
22,25,1.0,0,0
25,26,1.0,0,0
26,27,2.0,0,0
26,28,2.0,0,0
26,29,1.0,0,0
30,31,1.0,0,0
30,32,1.0,0,0
30,33,1.0,0,0
31,34,1.0,0,0
31,35,1.0,0,0
32,36,1.0,0,0
32,37,1.0,0,0
33,38,1.0,0,0
34,39,1.0,0,0
34,40,1.0,0,0
38,41,2.0,0,0
38,42,2.0,0,0
38,43,1.0,0,0
39,44,1.0,0,0
44,45,1.0,0,0
7,9,1.0,0,0
20,22,1.0,0,0
36,39,1.0,0,0
