src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
0,4,1.0,0,0
1,5,1.0,0,0
1,6,1.0,0,0
1,7,1.0,0,0
3,8,1.0,0,0
3,9,1.0,0,0
3,10,1.0,0,0
5,11,1.0,0,0
5,12,1.0,0,0
6,13,1.0,0,0
6,14,2.0,0,0
8,16,1.0,0,0
11,17,1.0,0,0
11,18,1.0,0,0
11,19,1.0,0,0
16,20,5,1,1
16,21,5,1,1
17,22,1.0,0,0
18,23,1.0,0,0
18,24,1.0,0,0
19,25,1.0,0,0
20,26,5,1,1
21,27,5,1,1
22,28,1.0,0,0
22,29,1.0,0,0
24,30,1.0,0,0
30,31,2.0,0,1
2,4,1.0,0,0
8,15,1.0,0,0
9,12,1.0,0,0
13,17,1.0,0,0
22,23,1.0,0,0
25,30,1.0,0,1
26,27,5,1,1
2,32,1.0,0,0
32,33,2.0,0,1
32,34,1.0,0,1
35,15,1.0,0,0
35,36,1.0,0,0
36,37,1.0,0,0
37,38,1.0,0,0
38,39,1.0,0,0
39,40,1.0,0,0
35,40,1.0,0,0
37,41,1.0,0,0
39,42,1.0,0,0
41,43,1.0,0,0
38,44,1.0,0,0
40,45,1.0,0,0
