src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
0,4,1.0,0,0
1,5,1.0,0,0
1,6,1.0,0,0
1,7,1.0,0,0
2,8,1.0,0,0
2,9,1.0,0,0
3,10,1.0,0,0
3,11,2.0,0,0
4,12,1.0,0,1
5,13,1.0,0,0
6,14,1.0,0,0
10,15,1.0,0,0
12,16,1.0,0,0
12,17,2.0,0,1
13,18,1.0,0,0
13,19,1.0,0,0
14,20,1.0,0,0
15,21,1.0,0,1
16,22,1.0,0,0
18,23,1.0,0,0
18,24,1.0,0,0
19,25,1.0,0,0
21,26,1.0,0,0
21,27,2.0,0,1
23,28,1.0,0,0
23,29,1.0,0,0
23,30,1.0,0,0
26,31,1.0,0,0
28,32,2.0,0,1
29,33,2.0,0,1
32,34,1.0,0,1
34,35,2.0,0,1
5,8,1.0,0,0
14,18,1.0,0,0
25,28,1.0,0,0
33,34,1.0,0,1
