src,dst,type,aromacity,conjugation
0,1,1.0,0,1
0,2,5,1,1
0,3,5,1,1
1,4,1.0,0,0
1,5,1.0,0,0
2,6,5,1,1
2,7,1.0,0,1
3,8,5,1,1
4,9,1.0,0,0
5,10,1.0,0,0
6,11,5,1,1
7,12,1.0,0,0
9,13,1.0,0,0
12,14,1.0,0,0
12,15,1.0,0,0
13,16,1.0,0,1
16,17,1.0,0,1
16,18,2.0,0,1
17,19,5,1,1
17,20,5,1,1
19,21,5,1,1
20,22,5,1,1
8,11,5,1,1
10,13,1.0,0,0
21,22,5,1,1
22,23,5,1,1
23,24,5,1,1
24,25,5,1,1
25,26,5,1,1
26,21,5,1,1
25,27,1.0,0,1
27,28,1.0,0,0
28,29,1.0,0,0
28,30,2.0,0,0
28,31,2.0,0,0
32,33,1.0,0,0
32,34,1.0,0,0
32,35,2.0,0,0
32,36,2.0,0,0
