src,dst,type,aromacity,conjugation
4,5,1.0,0,0
4,6,1.0,0,0
10,0,1.0,0,0
6,7,1.0,0,0
0,1,1.0,0,0
6,8,1.0,0,0
0,2,1.0,0,0
6,9,1.0,0,0
0,3,1.0,0,0
1,4,1.0,0,0
2,5,1.0,0,0
11,12,1.0,0,0
11,13,1.0,0,0
11,14,1.0,0,0
11,15,1.0,0,0
12,16,1.0,0,0
12,17,1.0,0,0
13,10,1.0,0,0
13,18,1.0,0,0
13,19,1.0,0,0
14,20,1.0,0,0
16,21,1.0,0,0
16,22,1.0,0,0
16,23,1.0,0,0
17,24,1.0,0,0
21,25,1.0,0,0
21,26,1.0,0,0
22,27,2.0,0,0
25,28,1.0,0,0
26,29,1.0,0,0
28,30,1.0,0,0
28,31,1.0,0,0
28,32,1.0,0,0
30,33,1.0,0,0
10,20,1.0,0,0
18,22,1.0,0,0
24,25,2.0,0,0
29,30,1.0,0,0
