src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
0,3,1.0,0,0
1,4,1.0,0,0
1,5,1.0,0,0
6,2,1.0,0,0
3,7,1.0,0,0
8,4,1.0,0,0
5,9,1.0,0,0
5,10,1.0,0,0
6,11,1.0,0,0
6,12,1.0,0,0
7,13,1.0,0,0
8,14,1.0,0,0
8,15,1.0,0,0
9,16,1.0,0,0
11,17,1.0,0,0
11,18,1.0,0,0
12,19,1.0,0,0
12,20,1.0,0,0
13,21,1.0,0,0
14,22,1.0,0,0
14,23,1.0,0,0
15,24,1.0,0,0
17,25,1.0,0,0
17,26,1.0,0,0
19,27,1.0,0,0
22,28,1.0,0,0
22,29,1.0,0,0
23,30,1.0,0,1
24,31,1.0,0,0
26,32,1.0,0,0
27,33,1.0,0,0
28,34,1.0,0,0
30,35,1.0,0,0
30,36,2.0,0,1
31,37,1.0,0,0
38,32,1.0,0,0
38,39,1.0,0,0
38,40,1.0,0,0
39,41,1.0,0,0
40,42,1.0,0,0
40,43,1.0,0,0
41,44,1.0,0,0
41,45,1.0,0,0
42,46,1.0,0,0
44,47,1.0,0,0
45,48,1.0,0,0
7,9,1.0,0,0
19,25,1.0,0,0
24,28,1.0,0,0
42,44,1.0,0,0
