src,dst,type,aromacity,conjugation
0,1,5,1,1
0,2,1.0,0,1
0,3,5,1,1
1,4,1.0,0,1
1,5,5,1,1
2,6,1.0,0,1
2,7,2.0,0,1
3,8,5,1,1
3,9,1.0,0,1
4,10,1.0,0,1
4,11,2.0,0,1
5,12,5,1,1
5,13,1.0,0,1
6,14,1.0,0,0
8,15,1.0,0,1
10,16,1.0,0,0
14,17,1.0,0,0
14,18,1.0,0,0
15,19,5,1,1
15,20,5,1,1
16,21,1.0,0,0
19,22,5,1,1
19,23,1.0,0,1
20,24,5,1,1
21,25,1.0,0,0
22,26,5,1,1
22,27,1.0,0,1
24,28,1.0,0,1
25,29,1.0,0,0
26,30,1.0,0,1
27,31,1.0,0,1
27,32,2.0,0,1
29,33,1.0,0,1
29,34,2.0,0,1
30,35,1.0,0,1
30,36,2.0,0,1
31,37,1.0,0,0
35,38,1.0,0,0
37,39,1.0,0,0
37,40,1.0,0,0
38,41,1.0,0,0
41,42,1.0,0,0
42,43,1.0,0,0
43,44,1.0,0,1
43,45,2.0,0,1
6,10,2.0,0,1
8,12,5,1,1
17,21,1.0,0,0
24,26,5,1,1
31,35,2.0,0,1
39,41,1.0,0,0
