src,dst,type,aromacity,conjugation
0,1,1.0,0,1
0,2,5,1,1
0,3,5,1,1
1,4,5,1,1
1,5,5,1,1
2,6,1.0,0,0
2,7,5,1,1
3,8,5,1,1
3,9,1.0,0,1
4,10,5,1,1
4,11,1.0,0,0
5,12,5,1,1
5,13,1.0,0,1
6,14,1.0,0,0
7,15,5,1,1
8,16,1.0,0,1
10,17,5,1,1
11,18,1.0,0,0
12,19,1.0,0,1
20,14,1.0,0,0
15,21,1.0,0,0
16,22,1.0,0,1
16,23,2.0,0,1
17,24,1.0,0,1
19,25,1.0,0,1
19,26,2.0,0,1
20,27,1.0,0,0
20,28,1.0,0,0
22,29,1.0,0,0
24,30,1.0,0,1
24,31,2.0,0,1
25,32,5,1,1
27,33,1.0,0,0
27,34,1.0,0,0
28,35,1.0,0,0
29,36,1.0,0,0
29,37,1.0,0,0
30,38,5,1,1
32,39,5,1,1
33,40,1.0,0,0
33,41,1.0,0,0
35,42,1.0,0,0
36,43,1.0,0,1
36,44,2.0,0,1
38,45,5,1,1
38,46,1.0,0,1
39,47,1.0,0,1
40,48,1.0,0,0
47,49,1.0,0,0
48,50,1.0,0,0
6,11,1.0,0,0
8,15,5,1,1
12,17,5,1,1
25,30,5,1,1
35,40,1.0,0,0
39,45,5,1,1
