src,dst,type,aromacity,conjugation
0,1,5,1,1
1,2,5,1,1
2,3,5,1,1
3,4,5,1,1
0,4,5,1,1
4,5,1.0,0,0
5,6,1.0,0,0
1,7,1.0,0,0
7,8,1.0,0,0
8,9,1.0,0,1
9,10,5,1,1
10,11,5,1,1
11,12,5,1,1
12,13,5,1,1
13,14,5,1,1
9,14,5,1,1
12,15,1.0,0,0
15,16,1.0,0,0
6,17,1.0,0,1
16,18,1.0,0,0
18,19,1.0,0,1
19,20,2.0,0,1
19,21,1.0,0,0
21,22,1.0,0,0
22,23,1.0,0,0
23,24,1.0,0,0
23,25,1.0,0,0
24,26,1.0,0,1
24,27,2.0,0,1
25,28,1.0,0,1
28,29,1.0,0,0
28,30,2.0,0,1
29,31,1.0,0,0
31,32,1.0,0,0
32,33,1.0,0,0
33,34,2.0,0,1
33,35,1.0,0,1
32,36,1.0,0,0
36,37,1.0,0,1
37,38,2.0,0,1
37,39,1.0,0,0
39,40,1.0,0,0
40,41,1.0,0,0
41,42,1.0,0,0
41,43,1.0,0,0
43,44,1.0,0,0
43,45,1.0,0,0
45,46,1.0,0,0
46,47,1.0,0,0
47,48,2.0,0,1
47,49,1.0,0,1
44,50,2.0,0,1
44,51,1.0,0,1
42,52,1.0,0,1
42,53,2.0,0,1
17,54,2.0,0,1
