src,dst,type,aromacity,conjugation
0,1,5,1,1
0,2,1.0,0,1
0,3,5,1,1
1,4,5,1,1
1,5,1.0,0,1
2,6,5,1,1
2,7,5,1,1
3,8,5,1,1
4,9,5,1,1
10,5,1.0,0,0
6,11,5,1,1
7,12,5,1,1
8,13,5,1,1
9,14,5,1,1
10,15,1.0,0,0
10,16,1.0,0,0
11,17,1.0,0,1
11,18,5,1,1
13,19,5,1,1
14,20,1.0,0,1
14,21,5,1,1
15,22,1.0,0,0
16,23,1.0,0,0
16,24,1.0,0,0
25,17,1.0,0,0
18,26,1.0,0,1
19,27,1.0,0,1
28,20,1.0,0,0
22,29,1.0,0,0
22,30,1.0,0,0
23,31,1.0,0,0
25,32,1.0,0,0
25,33,1.0,0,0
28,34,1.0,0,0
28,35,1.0,0,0
29,36,1.0,0,0
30,37,1.0,0,0
32,38,1.0,0,0
33,39,1.0,0,0
33,40,1.0,0,0
34,41,1.0,0,0
35,42,1.0,0,0
35,43,1.0,0,0
38,44,1.0,0,0
38,45,1.0,0,0
39,46,1.0,0,0
41,47,1.0,0,0
41,48,1.0,0,0
42,49,1.0,0,0
44,50,1.0,0,0
45,51,1.0,0,0
47,52,1.0,0,0
48,53,1.0,0,0
8,9,5,1,1
12,18,5,1,1
19,21,5,1,1
23,29,1.0,0,0
39,44,1.0,0,0
42,47,1.0,0,0
