src,dst,type,aromacity,conjugation
1,0,1.0,0,0
0,2,5,1,1
0,3,5,1,1
1,4,1.0,0,0
1,5,1.0,0,0
2,6,5,1,1
2,7,1.0,0,1
3,8,5,1,1
3,9,1.0,0,1
4,10,1.0,0,0
4,11,1.0,0,0
5,12,1.0,0,0
6,13,5,1,1
6,14,5,1,1
15,10,1.0,0,0
11,16,1.0,0,0
11,17,1.0,0,0
12,18,1.0,0,0
13,19,5,1,1
14,20,5,1,1
14,21,2.0,0,1
15,22,1.0,0,0
15,23,1.0,0,0
16,24,1.0,0,0
18,25,1.0,0,0
19,26,5,1,1
22,27,1.0,0,0
23,28,1.0,0,0
23,29,1.0,0,0
26,30,1.0,0,1
27,31,1.0,0,0
27,32,1.0,0,0
28,33,1.0,0,0
30,34,5,1,1
30,35,5,1,1
31,36,1.0,0,0
34,37,5,1,1
35,38,5,1,1
37,39,5,1,1
39,40,1.0,0,1
8,13,5,1,1
12,16,1.0,0,0
20,26,5,1,1
28,31,1.0,0,0
38,39,5,1,1
32,41,1.0,0,0
