src,dst,type,aromacity,conjugation
4,5,1.0,0,0
0,1,1.0,0,0
0,2,1.0,0,0
1,3,1.0,0,0
2,4,1.0,0,0
3,5,1.0,0,0
3,6,1.0,0,0
4,7,1.0,0,0
5,8,1.0,0,0
10,11,1.0,0,0
10,12,1.0,0,0
10,13,1.0,0,0
10,14,1.0,0,0
11,15,1.0,0,0
11,16,1.0,0,0
11,17,1.0,0,0
12,18,1.0,0,0
12,19,1.0,0,0
13,20,1.0,0,1
13,21,2.0,0,1
15,22,1.0,0,0
15,23,1.0,0,0
18,24,1.0,0,0
18,25,2.0,0,1
20,26,1.0,0,1
22,27,1.0,0,0
23,28,1.0,0,0
24,29,1.0,0,0
25,30,1.0,0,1
27,31,1.0,0,0
27,32,1.0,0,0
27,33,1.0,0,0
30,34,2.0,0,1
31,35,1.0,0,0
32,36,1.0,0,0
35,37,1.0,0,0
37,38,1.0,0,0
16,19,1.0,0,0
20,22,2.0,0,1
28,31,1.0,0,0
29,30,1.0,0,1
36,37,1.0,0,0
0,38,1.0,0,0
6,9,1.0,0,0
