src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,1
0,3,2.0,0,1
1,4,1.0,0,0
1,5,1.0,0,0
1,6,1.0,0,0
2,7,2.0,0,1
2,8,1.0,0,0
3,9,1.0,0,1
4,10,1.0,0,0
9,11,2.0,0,1
10,12,1.0,0,0
11,13,1.0,0,1
11,14,1.0,0,0
13,15,2.0,0,1
15,16,1.0,0,1
16,17,2.0,0,1
17,18,1.0,0,1
17,19,1.0,0,0
18,20,2.0,0,1
20,21,1.0,0,1
21,22,2.0,0,1
22,23,1.0,0,1
23,24,2.0,0,1
23,25,1.0,0,0
24,26,1.0,0,1
26,27,2.0,0,1
27,28,1.0,0,1
28,29,2.0,0,1
28,30,1.0,0,0
29,31,1.0,0,1
31,32,2.0,0,1
32,33,1.0,0,0
32,34,1.0,0,1
33,35,1.0,0,0
33,36,1.0,0,0
33,37,1.0,0,0
34,38,2.0,0,1
34,39,1.0,0,0
35,40,1.0,0,0
40,41,1.0,0,0
7,10,1.0,0,0
38,40,1.0,0,0
