src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,1
2,3,2.0,0,1
3,4,1.0,0,0
4,5,1.0,0,0
0,5,1.0,0,0
0,6,1.0,0,0
6,7,1.0,0,0
1,7,1.0,0,1
6,8,1.0,0,0
8,9,1.0,0,1
9,10,2.0,0,1
7,11,2.0,0,1
9,12,1.0,0,1
3,13,1.0,0,0
12,14,1.0,0,1
14,15,5,1,1
15,16,5,1,1
16,17,5,1,1
17,18,5,1,1
14,18,5,1,1
12,19,2.0,0,1
2,20,1.0,0,1
20,21,1.0,0,1
20,22,2.0,0,1
17,23,1.0,0,1
13,24,1.0,0,0
24,25,1.0,0,0
21,26,1.0,0,0
26,27,1.0,0,0
26,28,1.0,0,0
27,29,1.0,0,1
29,30,1.0,0,1
30,31,1.0,0,0
29,32,2.0,0,1
31,33,1.0,0,0
31,34,1.0,0,0
19,35,1.0,0,1
35,36,1.0,0,0
