src,dst,type,aromacity,conjugation
21,22,1.0,0,0
11,12,1.0,0,0
22,23,2.0,0,0
1,3,1.0,0,0
23,24,1.0,0,0
11,13,1.0,0,0
23,25,1.0,0,0
24,14,1.0,0,0
12,9,1.0,0,0
7,4,1.0,0,0
6,7,1.0,0,0
2,26,1.0,0,0
10,14,1.0,0,0
26,27,1.0,0,0
27,28,2.0,0,0
6,8,1.0,0,0
28,29,1.0,0,0
15,16,1.0,0,0
28,30,1.0,0,0
0,4,1.0,0,0
15,17,1.0,0,0
5,9,1.0,0,0
16,18,2.0,0,0
1,2,1.0,0,0
18,19,1.0,0,0
0,1,2.0,0,0
18,20,1.0,0,0
10,11,2.0,0,0
19,21,1.0,0,0
5,6,2.0,0,0
17,31,5,1,1
17,32,5,1,1
31,33,5,1,1
31,34,1.0,0,1
32,35,5,1,1
33,36,5,1,1
33,37,1.0,0,1
35,38,1.0,0,1
37,39,1.0,0,0
38,40,1.0,0,1
38,41,2.0,0,1
35,36,5,1,1
