src,dst,type,aromacity,conjugation
10,14,5,1,1
10,15,5,1,1
12,16,5,1,1
13,17,1.0,0,1
13,18,5,1,1
14,19,5,1,1
14,20,5,1,1
15,21,5,1,1
17,22,2.0,0,1
18,23,5,1,1
19,24,1.0,0,1
21,25,1.0,0,0
22,26,1.0,0,0
5,6,5,1,1
11,12,1.0,0,1
15,16,5,1,1
19,21,5,1,1
20,23,5,1,1
22,23,1.0,0,1
24,27,2.0,0,1
17,28,1.0,0,1
0,1,5,1,1
3,29,1.0,0,0
0,2,5,1,1
29,30,1.0,0,0
0,3,5,1,1
30,31,1.0,0,0
1,4,5,1,1
31,32,2.0,0,1
2,5,5,1,1
31,33,1.0,0,1
3,6,5,1,1
7,34,1.0,0,0
4,7,1.0,0,1
34,35,1.0,0,0
4,8,5,1,1
35,36,1.0,0,0
5,9,5,1,1
36,37,1.0,0,1
7,11,2.0,0,1
36,38,2.0,0,1
8,12,5,1,1
11,39,1.0,0,0
9,13,5,1,1
6,40,1.0,0,0
28,41,2.0,0,1
