src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,2.0,0,0
2,3,1.0,0,0
3,4,1.0,0,0
4,5,1.0,0,0
5,6,2.0,0,0
6,7,1.0,0,0
7,8,1.0,0,0
8,9,1.0,0,0
9,10,2.0,0,0
10,11,1.0,0,0
11,12,1.0,0,0
12,13,1.0,0,0
13,14,2.0,0,1
14,15,1.0,0,1
15,16,2.0,0,1
16,17,1.0,0,1
17,18,2.0,0,1
18,19,1.0,0,0
19,20,1.0,0,0
20,21,1.0,0,0
21,22,2.0,0,0
22,23,1.0,0,0
23,24,1.0,0,0
24,25,1.0,0,0
25,26,2.0,0,0
26,27,1.0,0,0
27,28,1.0,0,0
28,29,1.0,0,0
1,30,1.0,0,0
5,31,1.0,0,0
9,32,1.0,0,0
13,33,1.0,0,0
18,34,1.0,0,0
22,35,1.0,0,0
26,36,1.0,0,0
29,37,2.0,0,0
37,38,1.0,0,0
37,39,1.0,0,0
