src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
1,3,1.0,0,0
2,4,1.0,0,0
2,5,1.0,0,0
3,6,1.0,0,0
3,7,1.0,0,0
4,8,1.0,0,0
6,9,1.0,0,0
7,10,1.0,0,0
11,12,1.0,0,0
11,13,1.0,0,0
12,14,1.0,0,0
12,15,1.0,0,0
13,16,1.0,0,0
14,17,1.0,0,0
14,18,1.0,0,0
16,19,1.0,0,0
18,20,1.0,0,0
19,21,1.0,0,0
16,18,1.0,0,0
4,6,1.0,0,0
22,23,1.0,0,0
22,24,1.0,0,0
22,25,1.0,0,0
22,26,1.0,0,0
23,27,1.0,0,0
23,28,1.0,0,0
24,29,1.0,0,0
25,30,1.0,0,1
25,31,2.0,0,1
26,32,1.0,0,0
27,33,1.0,0,0
27,34,2.0,0,0
28,35,1.0,0,0
36,30,1.0,0,0
33,37,1.0,0,0
33,38,1.0,0,0
34,39,1.0,0,0
35,40,1.0,0,0
35,41,1.0,0,0
36,42,1.0,0,0
36,43,1.0,0,0
37,44,1.0,0,0
37,45,1.0,0,0
37,46,1.0,0,0
42,47,1.0,0,0
43,48,1.0,0,0
43,49,1.0,0,0
44,50,1.0,0,0
45,51,1.0,0,0
47,52,1.0,0,0
47,53,1.0,0,0
48,54,1.0,0,0
50,55,1.0,0,0
50,56,1.0,0,0
50,57,1.0,0,0
52,58,1.0,0,0
53,59,1.0,0,0
55,60,1.0,0,0
56,61,1.0,0,0
60,62,1.0,0,0
60,63,1.0,0,0
60,64,1.0,0,0
62,65,1.0,0,0
29,33,1.0,0,0
32,35,1.0,0,0
39,44,1.0,0,0
48,52,1.0,0,0
51,55,1.0,0,0
61,62,1.0,0,0
11,65,1.0,0,0
0,17,1.0,0,0
