src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,1.0,0,0
1,3,1.0,0,0
1,4,1.0,0,0
2,5,1.0,0,0
3,6,1.0,0,0
3,7,1.0,0,0
5,8,1.0,0,0
6,9,1.0,0,0
10,11,1.0,0,0
10,12,1.0,0,0
10,13,1.0,0,0
10,14,1.0,0,0
11,15,1.0,0,0
11,16,1.0,0,0
12,17,1.0,0,0
12,18,1.0,0,0
12,19,1.0,0,0
13,20,1.0,0,0
14,21,2.0,0,0
15,22,1.0,0,0
15,23,1.0,0,0
16,24,1.0,0,0
17,25,1.0,0,0
22,26,1.0,0,0
22,27,1.0,0,0
22,28,1.0,0,0
24,29,1.0,0,0
25,30,1.0,0,0
26,31,1.0,0,0
26,32,1.0,0,0
27,33,1.0,0,0
31,34,1.0,0,0
34,35,2.0,0,1
34,36,1.0,0,0
35,37,1.0,0,1
36,38,1.0,0,0
37,39,2.0,0,1
18,23,1.0,0,0
20,25,1.0,0,0
24,26,1.0,0,0
31,33,1.0,0,0
37,38,1.0,0,1
5,6,1.0,0,0
0,30,1.0,0,0
