src,dst,type,aromacity,conjugation
0,1,1.0,0,1
0,2,5,1,1
0,3,5,1,1
1,4,5,1,1
1,5,5,1,1
2,6,5,1,1
2,7,1.0,0,1
3,8,5,1,1
3,9,1.0,0,0
4,10,5,1,1
4,11,1.0,0,1
5,12,5,1,1
6,13,1.0,0,1
6,14,5,1,1
8,15,1.0,0,1
10,16,5,1,1
10,17,1.0,0,1
13,18,5,1,1
13,19,5,1,1
15,20,1.0,0,1
15,21,2.0,0,1
16,22,1.0,0,1
17,23,1.0,0,0
18,24,5,1,1
19,25,5,1,1
22,26,1.0,0,0
24,27,5,1,1
24,28,1.0,0,1
27,29,1.0,0,1
28,30,1.0,0,1
28,31,2.0,0,1
29,32,1.0,0,1
29,33,2.0,0,1
30,34,1.0,0,1
32,35,1.0,0,1
35,36,1.0,0,0
8,14,5,1,1
12,16,5,1,1
25,27,5,1,1
30,32,2.0,0,1
