src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,0
2,3,1.0,0,1
3,4,1.0,0,1
4,5,1.0,0,0
5,6,1.0,0,0
0,7,5,1,1
7,8,5,1,1
8,9,5,1,1
9,10,5,1,1
10,11,5,1,1
0,11,5,1,1
3,12,2.0,0,1
6,13,2.0,0,1
6,14,1.0,0,1
14,15,1.0,0,0
15,16,1.0,0,0
16,17,1.0,0,0
17,18,1.0,0,0
14,18,1.0,0,0
18,19,1.0,0,0
19,20,1.0,0,1
20,21,1.0,0,0
21,22,1.0,0,0
22,23,1.0,0,1
23,24,1.0,0,0
24,25,1.0,0,0
19,26,2.0,0,1
22,27,2.0,0,1
25,28,2.0,0,1
25,29,1.0,0,1
29,30,1.0,0,0
30,31,1.0,0,0
31,32,1.0,0,0
32,33,1.0,0,0
29,33,1.0,0,0
33,34,1.0,0,0
34,35,1.0,0,1
34,36,2.0,0,1
21,37,1.0,0,0
37,38,1.0,0,0
38,39,1.0,0,0
38,40,1.0,0,0
