src,dst,type,aromacity,conjugation
9,11,1.0,0,0
10,12,1.0,0,0
10,13,1.0,0,0
11,14,1.0,0,0
12,15,1.0,0,0
12,16,1.0,0,0
17,15,1.0,0,0
16,18,1.0,0,0
17,19,1.0,0,0
17,20,1.0,0,0
19,21,1.0,0,0
19,22,1.0,0,0
20,23,1.0,0,0
22,24,1.0,0,0
22,25,1.0,0,0
23,26,1.0,0,0
24,27,1.0,0,0
26,28,1.0,0,0
14,16,1.0,0,0
23,24,1.0,0,0
0,1,1.0,0,0
0,2,1.0,0,0
1,3,1.0,0,0
1,4,1.0,0,0
2,5,1.0,0,0
3,6,1.0,0,0
3,7,1.0,0,0
29,30,1.0,0,0
29,31,1.0,0,0
29,32,1.0,0,0
29,33,1.0,0,0
30,34,1.0,0,0
30,35,1.0,0,0
31,36,1.0,0,0
31,37,1.0,0,0
31,38,1.0,0,0
39,32,1.0,0,0
33,40,1.0,0,0
34,41,1.0,0,0
35,42,1.0,0,0
36,43,1.0,0,0
37,44,1.0,0,0
39,45,1.0,0,0
41,46,1.0,0,0
41,47,1.0,0,0
41,48,1.0,0,0
43,49,1.0,0,0
43,50,1.0,0,0
43,51,1.0,0,0
45,52,1.0,0,0
49,53,1.0,0,0
50,54,1.0,0,0
52,55,1.0,0,0
53,56,1.0,0,0
53,57,1.0,0,0
53,58,1.0,0,0
55,59,2.0,0,0
56,60,1.0,0,0
59,61,1.0,0,0
59,62,1.0,0,0
34,39,1.0,0,0
36,42,1.0,0,0
39,40,1.0,0,0
44,49,1.0,0,0
46,52,1.0,0,0
54,56,1.0,0,0
9,60,1.0,0,0
6,8,1.0,0,0
13,63,1.0,0,1
5,6,1.0,0,0
63,64,2.0,0,1
9,10,1.0,0,0
63,65,1.0,0,0
0,21,1.0,0,0
