src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,0
2,3,1.0,0,1
2,4,2.0,0,1
5,3,1.0,0,0
5,6,1.0,0,0
5,7,1.0,0,0
6,8,1.0,0,0
6,9,1.0,0,0
7,10,1.0,0,0
7,11,1.0,0,0
8,12,1.0,0,0
8,13,1.0,0,0
10,14,1.0,0,0
12,15,1.0,0,0
16,15,1.0,0,0
16,17,1.0,0,0
16,18,1.0,0,0
17,19,1.0,0,0
17,20,1.0,0,0
18,21,1.0,0,0
19,22,1.0,0,0
19,23,1.0,0,0
22,24,1.0,0,0
10,12,1.0,0,0
21,22,1.0,0,0
21,25,1.0,0,0
25,26,1.0,0,0
0,27,5,1,1
27,28,5,1,1
28,29,5,1,1
29,30,5,1,1
0,30,5,1,1
29,31,5,1,1
31,32,5,1,1
32,33,5,1,1
33,34,5,1,1
30,34,5,1,1
