src,dst,type,aromacity,conjugation
1,0,1.0,0,0
0,2,5,1,1
0,3,5,1,1
1,4,1.0,0,0
1,5,1.0,0,0
2,6,5,1,1
2,7,1.0,0,1
3,8,5,1,1
4,9,1.0,0,0
5,10,1.0,0,0
5,11,1.0,0,0
7,12,2.0,0,1
9,13,1.0,0,0
10,14,1.0,0,0
12,15,1.0,0,1
13,16,1.0,0,0
17,15,1.0,0,0
16,18,1.0,0,0
17,19,1.0,0,0
17,20,1.0,0,0
18,21,1.0,0,0
18,22,1.0,0,0
18,23,2.0,0,0
19,24,1.0,0,0
20,25,1.0,0,0
20,26,1.0,0,0
24,27,1.0,0,0
25,28,1.0,0,0
27,29,1.0,0,0
29,30,1.0,0,0
30,31,1.0,0,0
30,32,1.0,0,0
30,33,2.0,0,0
6,8,5,1,1
9,10,1.0,0,0
24,25,1.0,0,0
6,34,1.0,0,1
34,35,1.0,0,1
34,36,2.0,0,1
