src,dst,type,aromacity,conjugation
0,1,1.0,0,0
0,2,5,1,1
0,3,5,1,1
1,4,1.0,0,0
1,5,1.0,0,0
2,6,1.0,0,1
2,7,5,1,1
3,8,5,1,1
3,9,1.0,0,1
4,10,1.0,0,0
5,11,1.0,0,1
5,12,2.0,0,1
7,13,5,1,1
7,14,1.0,0,1
9,15,2.0,0,1
10,16,5,1,1
10,17,5,1,1
15,18,1.0,0,1
16,19,5,1,1
17,20,5,1,1
18,21,1.0,0,1
18,22,2.0,0,1
19,23,5,1,1
19,24,1.0,0,1
21,25,1.0,0,0
23,26,1.0,0,1
25,27,1.0,0,0
25,28,1.0,0,0
27,29,1.0,0,0
28,30,1.0,0,1
28,31,2.0,0,1
29,32,5,1,1
29,33,5,1,1
32,34,5,1,1
33,35,5,1,1
34,36,5,1,1
34,37,1.0,0,1
36,38,1.0,0,1
4,6,1.0,0,0
8,13,5,1,1
20,23,5,1,1
35,36,5,1,1
