src,dst,type,aromacity,conjugation
0,1,1.0,0,0
1,2,1.0,0,0
2,3,1.0,0,0
3,4,1.0,0,0
4,5,1.0,0,1
5,6,1.0,0,0
6,7,1.0,0,0
7,8,1.0,0,0
8,9,1.0,0,1
9,10,1.0,0,0
10,11,1.0,0,0
11,12,1.0,0,0
12,13,1.0,0,0
0,14,2.0,0,0
5,15,2.0,0,1
9,16,2.0,0,1
10,17,1.0,0,0
11,18,1.0,0,0
11,19,1.0,0,0
13,20,1.0,0,0
20,21,2.0,0,0
20,22,1.0,0,0
23,24,1.0,0,0
24,25,1.0,0,0
25,26,1.0,0,0
26,27,1.0,0,0
23,27,1.0,0,0
25,28,1.0,0,0
23,29,1.0,0,0
24,30,1.0,0,0
30,31,1.0,0,0
31,32,1.0,0,0
31,33,1.0,0,0
31,34,2.0,0,0
35,36,5,1,1
36,37,5,1,1
37,38,5,1,1
38,39,5,1,1
35,39,5,1,1
35,40,5,1,1
40,41,5,1,1
41,42,5,1,1
42,43,5,1,1
36,43,5,1,1
40,44,1.0,0,1
27,37,1.0,0,0
28,45,1.0,0,0
45,46,1.0,0,0
46,47,1.0,0,0
46,48,2.0,0,0
46,49,1.0,0,0
20,49,1.0,0,0
