src,dst,type,aromacity,conjugation
17,21,1.0,0,0
18,22,1.0,0,0
19,23,1.0,0,0
19,24,1.0,0,0
20,25,1.0,0,0
22,26,2.0,0,1
23,27,1.0,0,0
23,28,1.0,0,0
24,29,1.0,0,0
27,30,1.0,0,0
27,31,1.0,0,0
29,32,1.0,0,0
30,33,1.0,0,0
6,8,5,1,1
7,10,5,1,1
18,20,1.0,0,0
29,30,1.0,0,0
6,34,1.0,0,1
0,1,5,1,1
0,2,5,1,1
0,3,5,1,1
1,4,5,1,1
1,5,5,1,1
2,6,5,1,1
34,35,5,1,1
34,36,5,1,1
35,37,5,1,1
36,38,5,1,1
37,39,5,1,1
39,40,1.0,0,1
38,39,5,1,1
32,41,1.0,0,1
3,7,5,1,1
32,42,2.0,0,1
4,8,5,1,1
22,43,1.0,0,1
4,9,2.0,0,1
37,44,1.0,0,1
45,40,1.0,0,0
5,10,5,1,1
5,11,1.0,0,1
7,12,1.0,0,1
13,12,1.0,0,0
13,14,1.0,0,0
45,46,1.0,0,0
46,47,1.0,0,0
47,48,1.0,0,0
48,49,1.0,0,0
49,50,1.0,0,0
50,45,1.0,0,0
13,15,1.0,0,0
47,51,1.0,0,0
14,16,1.0,0,0
51,52,1.0,0,1
14,17,1.0,0,0
51,53,2.0,0,1
15,18,1.0,0,0
48,54,1.0,0,0
19,16,1.0,0,0
49,55,1.0,0,0
17,20,1.0,0,0
50,56,1.0,0,0
