src,dst,type,aromacity,conjugation
0,1,2.0,0,1
0,2,1.0,0,0
0,3,1.0,0,0
1,4,1.0,0,1
1,5,1.0,0,0
2,6,1.0,0,0
2,7,1.0,0,0
2,8,1.0,0,0
3,9,1.0,0,0
4,10,1.0,0,0
4,11,2.0,0,1
5,12,1.0,0,0
6,13,1.0,0,0
7,14,1.0,0,0
10,15,1.0,0,0
10,16,1.0,0,0
11,17,1.0,0,0
12,18,2.0,0,0
13,19,1.0,0,0
14,20,1.0,0,0
15,21,1.0,0,0
19,22,1.0,0,0
21,23,1.0,0,0
21,24,1.0,0,0
21,25,1.0,0,0
23,26,1.0,0,0
23,27,1.0,0,0
26,28,1.0,0,0
28,29,1.0,0,0
29,30,1.0,0,0
29,31,1.0,0,0
29,32,1.0,0,0
6,12,1.0,0,0
9,10,1.0,0,0
14,19,1.0,0,0
15,17,1.0,0,0
